time(s)	,         LorenzX	,          LorenzY		,          LorenzZ		
2.6	,	[7.76 9.32]	,	[ 7.76  9.32 28.83]	,	[ 7.76  9.32 28.83]
2.61	,	[7.91 9.16]	,	[ 7.91  9.16 28.78]	,	[ 7.91  9.16 28.78]
2.62	,	[8.04 9.01]	,	[ 8.04  9.01 28.74]	,	[ 8.04  9.01 28.74]
2.63	,	[8.14 8.86]	,	[ 8.14  8.86 28.7 ]	,	[ 8.14  8.86 28.7 ]
2.64	,	[8.21 8.71]	,	[ 8.21  8.71 28.65]	,	[ 8.21  8.71 28.65]
2.65	,	[8.26 8.57]	,	[ 8.26  8.57 28.6 ]	,	[ 8.26  8.57 28.6 ]
2.66	,	[8.29 8.44]	,	[ 8.29  8.44 28.55]	,	[ 8.29  8.44 28.55]
2.67	,	[8.3  8.31]	,	[ 8.3   8.31 28.49]	,	[ 8.3   8.31 28.49]
2.68	,	[8.3  8.18]	,	[ 8.3   8.18 28.42]	,	[ 8.3   8.18 28.42]
2.69	,	[8.29 8.07]	,	[ 8.29  8.07 28.34]	,	[ 8.29  8.07 28.34]
2.7	,	[8.27 7.96]	,	[ 8.27  7.96 28.25]	,	[ 8.27  7.96 28.25]
2.71	,	[8.24 7.86]	,	[ 8.24  7.86 28.16]	,	[ 8.24  7.86 28.16]
2.72	,	[8.2  7.77]	,	[ 8.2   7.77 28.05]	,	[ 8.2   7.77 28.05]
2.73	,	[8.16 7.68]	,	[ 8.16  7.68 27.94]	,	[ 8.16  7.68 27.94]
2.74	,	[8.11 7.61]	,	[ 8.11  7.61 27.82]	,	[ 8.11  7.61 27.82]
2.75	,	[8.06 7.55]	,	[ 8.06  7.55 27.7 ]	,	[ 8.06  7.55 27.7 ]
2.76	,	[8.01 7.5 ]	,	[ 8.01  7.5  27.57]	,	[ 8.01  7.5  27.57]
2.77	,	[7.96 7.46]	,	[ 7.96  7.46 27.43]	,	[ 7.96  7.46 27.43]
2.78	,	[7.91 7.43]	,	[ 7.91  7.43 27.3 ]	,	[ 7.91  7.43 27.3 ]
2.79	,	[7.86 7.41]	,	[ 7.86  7.41 27.16]	,	[ 7.86  7.41 27.16]
2.8	,	[7.82 7.4 ]	,	[ 7.82  7.4  27.01]	,	[ 7.82  7.4  27.01]
2.81	,	[7.77 7.41]	,	[ 7.77  7.41 26.87]	,	[ 7.77  7.41 26.87]
2.82	,	[7.74 7.42]	,	[ 7.74  7.42 26.73]	,	[ 7.74  7.42 26.73]
2.83	,	[7.71 7.44]	,	[ 7.71  7.44 26.59]	,	[ 7.71  7.44 26.59]
2.84	,	[7.68 7.48]	,	[ 7.68  7.48 26.46]	,	[ 7.68  7.48 26.46]
2.85	,	[7.66 7.52]	,	[ 7.66  7.52 26.33]	,	[ 7.66  7.52 26.33]
2.86	,	[7.65 7.57]	,	[ 7.65  7.57 26.2 ]	,	[ 7.65  7.57 26.2 ]
2.87	,	[7.64 7.64]	,	[ 7.64  7.64 26.08]	,	[ 7.64  7.64 26.08]
2.88	,	[7.64 7.71]	,	[ 7.64  7.71 25.97]	,	[ 7.64  7.71 25.97]
2.89	,	[7.65 7.78]	,	[ 7.65  7.78 25.86]	,	[ 7.65  7.78 25.86]
2.9	,	[7.66 7.87]	,	[ 7.66  7.87 25.77]	,	[ 7.66  7.87 25.77]
2.91	,	[7.68 7.96]	,	[ 7.68  7.96 25.69]	,	[ 7.68  7.96 25.69]
2.92	,	[7.71 8.06]	,	[ 7.71  8.06 25.61]	,	[ 7.71  8.06 25.61]
2.93	,	[7.74 8.16]	,	[ 7.74  8.16 25.55]	,	[ 7.74  8.16 25.55]
2.94	,	[7.79 8.27]	,	[ 7.79  8.27 25.5 ]	,	[ 7.79  8.27 25.5 ]
2.95	,	[7.83 8.38]	,	[ 7.83  8.38 25.47]	,	[ 7.83  8.38 25.47]
2.96	,	[7.89 8.5 ]	,	[ 7.89  8.5  25.44]	,	[ 7.89  8.5  25.44]
2.97	,	[7.95 8.62]	,	[ 7.95  8.62 25.44]	,	[ 7.95  8.62 25.44]
2.98	,	[8.02 8.73]	,	[ 8.02  8.73 25.44]	,	[ 8.02  8.73 25.44]
2.99	,	[8.09 8.85]	,	[ 8.09  8.85 25.46]	,	[ 8.09  8.85 25.46]
3.0	,	[8.16 8.97]	,	[ 8.16  8.97 25.5 ]	,	[ 8.16  8.97 25.5 ]
3.01	,	[8.24 9.08]	,	[ 8.24  9.08 25.55]	,	[ 8.24  9.08 25.55]
3.02	,	[8.33 9.19]	,	[ 8.33  9.19 25.62]	,	[ 8.33  9.19 25.62]
3.03	,	[8.42 9.3 ]	,	[ 8.42  9.3  25.7 ]	,	[ 8.42  9.3  25.7 ]
3.04	,	[8.5 9.4]	,	[ 8.5  9.4 25.8]	,	[ 8.5  9.4 25.8]
3.05	,	[8.59 9.49]	,	[ 8.59  9.49 25.91]	,	[ 8.59  9.49 25.91]
3.06	,	[8.68 9.58]	,	[ 8.68  9.58 26.04]	,	[ 8.68  9.58 26.04]
3.07	,	[8.77 9.65]	,	[ 8.77  9.65 26.17]	,	[ 8.77  9.65 26.17]
3.08	,	[8.86 9.72]	,	[ 8.86  9.72 26.32]	,	[ 8.86  9.72 26.32]
3.09	,	[8.95 9.77]	,	[ 8.95  9.77 26.48]	,	[ 8.95  9.77 26.48]
3.1	,	[9.03 9.81]	,	[ 9.03  9.81 26.65]	,	[ 9.03  9.81 26.65]
3.11	,	[9.11 9.83]	,	[ 9.11  9.83 26.82]	,	[ 9.11  9.83 26.82]
3.12	,	[9.18 9.84]	,	[ 9.18  9.84 27.  ]	,	[ 9.18  9.84 27.  ]
3.13	,	[9.24 9.83]	,	[ 9.24  9.83 27.19]	,	[ 9.24  9.83 27.19]
3.14	,	[9.3  9.81]	,	[ 9.3   9.81 27.37]	,	[ 9.3   9.81 27.37]
3.15	,	[9.35 9.77]	,	[ 9.35  9.77 27.55]	,	[ 9.35  9.77 27.55]
3.16	,	[9.4  9.71]	,	[ 9.4   9.71 27.73]	,	[ 9.4   9.71 27.73]
3.17	,	[9.43 9.64]	,	[ 9.43  9.64 27.9 ]	,	[ 9.43  9.64 27.9 ]
3.18	,	[9.45 9.55]	,	[ 9.45  9.55 28.07]	,	[ 9.45  9.55 28.07]
3.19	,	[9.46 9.45]	,	[ 9.46  9.45 28.22]	,	[ 9.46  9.45 28.22]
3.2	,	[9.46 9.34]	,	[ 9.46  9.34 28.36]	,	[ 9.46  9.34 28.36]
3.21	,	[9.45 9.21]	,	[ 9.45  9.21 28.49]	,	[ 9.45  9.21 28.49]
3.22	,	[9.42 9.07]	,	[ 9.42  9.07 28.6 ]	,	[ 9.42  9.07 28.6 ]
3.23	,	[9.39 8.92]	,	[ 9.39  8.92 28.69]	,	[ 9.39  8.92 28.69]
3.24	,	[9.34 8.77]	,	[ 9.34  8.77 28.77]	,	[ 9.34  8.77 28.77]
3.25	,	[9.28 8.61]	,	[ 9.28  8.61 28.82]	,	[ 9.28  8.61 28.82]
3.26	,	[9.22 8.45]	,	[ 9.22  8.45 28.85]	,	[ 9.22  8.45 28.85]
3.27	,	[9.14 8.28]	,	[ 9.14  8.28 28.86]	,	[ 9.14  8.28 28.86]
3.28	,	[9.05 8.12]	,	[ 9.05  8.12 28.85]	,	[ 9.05  8.12 28.85]
3.29	,	[8.96 7.97]	,	[ 8.96  7.97 28.81]	,	[ 8.96  7.97 28.81]
3.3	,	[8.86 7.81]	,	[ 8.86  7.81 28.76]	,	[ 8.86  7.81 28.76]
3.31	,	[8.76 7.67]	,	[ 8.76  7.67 28.68]	,	[ 8.76  7.67 28.68]
3.32	,	[8.65 7.53]	,	[ 8.65  7.53 28.59]	,	[ 8.65  7.53 28.59]
3.33	,	[8.54 7.41]	,	[ 8.54  7.41 28.48]	,	[ 8.54  7.41 28.48]
3.34	,	[8.42 7.29]	,	[ 8.42  7.29 28.35]	,	[ 8.42  7.29 28.35]
3.35	,	[8.31 7.19]	,	[ 8.31  7.19 28.21]	,	[ 8.31  7.19 28.21]
3.36	,	[8.2 7.1]	,	[ 8.2   7.1  28.05]	,	[ 8.2   7.1  28.05]
3.37	,	[8.09 7.02]	,	[ 8.09  7.02 27.89]	,	[ 8.09  7.02 27.89]
3.38	,	[7.98 6.96]	,	[ 7.98  6.96 27.71]	,	[ 7.98  6.96 27.71]
3.39	,	[7.88 6.92]	,	[ 7.88  6.92 27.53]	,	[ 7.88  6.92 27.53]
3.4	,	[7.78 6.88]	,	[ 7.78  6.88 27.34]	,	[ 7.78  6.88 27.34]
3.41	,	[7.69 6.87]	,	[ 7.69  6.87 27.15]	,	[ 7.69  6.87 27.15]
3.42	,	[7.61 6.86]	,	[ 7.61  6.86 26.95]	,	[ 7.61  6.86 26.95]
3.43	,	[7.54 6.87]	,	[ 7.54  6.87 26.75]	,	[ 7.54  6.87 26.75]
3.44	,	[7.47 6.9 ]	,	[ 7.47  6.9  26.56]	,	[ 7.47  6.9  26.56]
3.45	,	[7.41 6.94]	,	[ 7.41  6.94 26.37]	,	[ 7.41  6.94 26.37]
3.46	,	[7.36 6.99]	,	[ 7.36  6.99 26.18]	,	[ 7.36  6.99 26.18]
3.47	,	[7.33 7.05]	,	[ 7.33  7.05 25.99]	,	[ 7.33  7.05 25.99]
3.48	,	[7.3  7.13]	,	[ 7.3   7.13 25.82]	,	[ 7.3   7.13 25.82]
3.49	,	[7.28 7.22]	,	[ 7.28  7.22 25.65]	,	[ 7.28  7.22 25.65]
3.5	,	[7.28 7.32]	,	[ 7.28  7.32 25.49]	,	[ 7.28  7.32 25.49]
3.51	,	[7.28 7.43]	,	[ 7.28  7.43 25.34]	,	[ 7.28  7.43 25.34]
3.52	,	[7.3  7.55]	,	[ 7.3   7.55 25.21]	,	[ 7.3   7.55 25.21]
3.53	,	[7.32 7.67]	,	[ 7.32  7.67 25.09]	,	[ 7.32  7.67 25.09]
3.54	,	[7.36 7.81]	,	[ 7.36  7.81 24.98]	,	[ 7.36  7.81 24.98]
3.55	,	[7.4  7.96]	,	[ 7.4   7.96 24.89]	,	[ 7.4   7.96 24.89]
3.56	,	[7.46 8.11]	,	[ 7.46  8.11 24.81]	,	[ 7.46  8.11 24.81]
3.57	,	[7.52 8.26]	,	[ 7.52  8.26 24.76]	,	[ 7.52  8.26 24.76]
3.58	,	[7.6  8.42]	,	[ 7.6   8.42 24.72]	,	[ 7.6   8.42 24.72]
3.59	,	[7.68 8.59]	,	[ 7.68  8.59 24.7 ]	,	[ 7.68  8.59 24.7 ]
3.6	,	[7.77 8.76]	,	[ 7.77  8.76 24.7 ]	,	[ 7.77  8.76 24.7 ]
3.61	,	[7.87 8.93]	,	[ 7.87  8.93 24.72]	,	[ 7.87  8.93 24.72]
3.62	,	[7.97 9.09]	,	[ 7.97  9.09 24.76]	,	[ 7.97  9.09 24.76]
3.63	,	[8.09 9.26]	,	[ 8.09  9.26 24.83]	,	[ 8.09  9.26 24.83]
3.64	,	[8.2  9.43]	,	[ 8.2   9.43 24.92]	,	[ 8.2   9.43 24.92]
3.65	,	[8.33 9.58]	,	[ 8.33  9.58 25.02]	,	[ 8.33  9.58 25.02]
3.66	,	[8.45 9.74]	,	[ 8.45  9.74 25.15]	,	[ 8.45  9.74 25.15]
3.67	,	[8.58 9.88]	,	[ 8.58  9.88 25.31]	,	[ 8.58  9.88 25.31]
3.68	,	[ 8.71 10.01]	,	[ 8.71 10.01 25.48]	,	[ 8.71 10.01 25.48]
3.69	,	[ 8.84 10.13]	,	[ 8.84 10.13 25.67]	,	[ 8.84 10.13 25.67]
3.7	,	[ 8.97 10.24]	,	[ 8.97 10.24 25.88]	,	[ 8.97 10.24 25.88]
3.71	,	[ 9.1  10.32]	,	[ 9.1  10.32 26.11]	,	[ 9.1  10.32 26.11]
3.72	,	[ 9.22 10.39]	,	[ 9.22 10.39 26.35]	,	[ 9.22 10.39 26.35]
3.73	,	[ 9.34 10.44]	,	[ 9.34 10.44 26.61]	,	[ 9.34 10.44 26.61]
3.74	,	[ 9.45 10.46]	,	[ 9.45 10.46 26.87]	,	[ 9.45 10.46 26.87]
3.75	,	[ 9.55 10.47]	,	[ 9.55 10.47 27.15]	,	[ 9.55 10.47 27.15]
3.76	,	[ 9.64 10.44]	,	[ 9.64 10.44 27.42]	,	[ 9.64 10.44 27.42]
3.77	,	[ 9.72 10.39]	,	[ 9.72 10.39 27.7 ]	,	[ 9.72 10.39 27.7 ]
3.78	,	[ 9.79 10.32]	,	[ 9.79 10.32 27.97]	,	[ 9.79 10.32 27.97]
3.79	,	[ 9.84 10.22]	,	[ 9.84 10.22 28.23]	,	[ 9.84 10.22 28.23]
3.8	,	[ 9.88 10.1 ]	,	[ 9.88 10.1  28.49]	,	[ 9.88 10.1  28.49]
3.81	,	[9.9  9.95]	,	[ 9.9   9.95 28.72]	,	[ 9.9   9.95 28.72]
3.82	,	[9.9  9.78]	,	[ 9.9   9.78 28.94]	,	[ 9.9   9.78 28.94]
3.83	,	[9.89 9.58]	,	[ 9.89  9.58 29.14]	,	[ 9.89  9.58 29.14]
3.84	,	[9.86 9.38]	,	[ 9.86  9.38 29.31]	,	[ 9.86  9.38 29.31]
3.85	,	[9.81 9.15]	,	[ 9.81  9.15 29.45]	,	[ 9.81  9.15 29.45]
3.86	,	[9.75 8.92]	,	[ 9.75  8.92 29.56]	,	[ 9.75  8.92 29.56]
3.87	,	[9.66 8.68]	,	[ 9.66  8.68 29.65]	,	[ 9.66  8.68 29.65]
3.88	,	[9.57 8.43]	,	[ 9.57  8.43 29.69]	,	[ 9.57  8.43 29.69]
3.89	,	[9.45 8.18]	,	[ 9.45  8.18 29.71]	,	[ 9.45  8.18 29.71]
3.9	,	[9.33 7.94]	,	[ 9.33  7.94 29.69]	,	[ 9.33  7.94 29.69]
3.91	,	[9.19 7.7 ]	,	[ 9.19  7.7  29.64]	,	[ 9.19  7.7  29.64]
3.92	,	[9.04 7.48]	,	[ 9.04  7.48 29.56]	,	[ 9.04  7.48 29.56]
3.93	,	[8.88 7.26]	,	[ 8.88  7.26 29.44]	,	[ 8.88  7.26 29.44]
3.94	,	[8.72 7.06]	,	[ 8.72  7.06 29.3 ]	,	[ 8.72  7.06 29.3 ]
3.95	,	[8.55 6.88]	,	[ 8.55  6.88 29.14]	,	[ 8.55  6.88 29.14]
3.96	,	[8.39 6.71]	,	[ 8.39  6.71 28.95]	,	[ 8.39  6.71 28.95]
3.97	,	[8.22 6.56]	,	[ 8.22  6.56 28.74]	,	[ 8.22  6.56 28.74]
3.98	,	[8.05 6.44]	,	[ 8.05  6.44 28.51]	,	[ 8.05  6.44 28.51]
3.99	,	[7.89 6.33]	,	[ 7.89  6.33 28.27]	,	[ 7.89  6.33 28.27]
4.0	,	[7.74 6.25]	,	[ 7.74  6.25 28.02]	,	[ 7.74  6.25 28.02]
4.01	,	[7.59 6.18]	,	[ 7.59  6.18 27.75]	,	[ 7.59  6.18 27.75]
4.02	,	[7.45 6.14]	,	[ 7.45  6.14 27.48]	,	[ 7.45  6.14 27.48]
4.03	,	[7.32 6.12]	,	[ 7.32  6.12 27.21]	,	[ 7.32  6.12 27.21]
4.04	,	[7.2  6.11]	,	[ 7.2   6.11 26.93]	,	[ 7.2   6.11 26.93]
4.05	,	[7.09 6.13]	,	[ 7.09  6.13 26.65]	,	[ 7.09  6.13 26.65]
4.06	,	[6.99 6.16]	,	[ 6.99  6.16 26.37]	,	[ 6.99  6.16 26.37]
4.07	,	[6.91 6.22]	,	[ 6.91  6.22 26.1 ]	,	[ 6.91  6.22 26.1 ]
4.08	,	[6.84 6.29]	,	[ 6.84  6.29 25.84]	,	[ 6.84  6.29 25.84]
4.09	,	[6.78 6.37]	,	[ 6.78  6.37 25.58]	,	[ 6.78  6.37 25.58]
4.1	,	[6.74 6.47]	,	[ 6.74  6.47 25.33]	,	[ 6.74  6.47 25.33]
4.11	,	[6.72 6.59]	,	[ 6.72  6.59 25.09]	,	[ 6.72  6.59 25.09]
4.12	,	[6.7  6.72]	,	[ 6.7   6.72 24.86]	,	[ 6.7   6.72 24.86]
4.13	,	[6.7  6.86]	,	[ 6.7   6.86 24.65]	,	[ 6.7   6.86 24.65]
4.14	,	[6.72 7.02]	,	[ 6.72  7.02 24.45]	,	[ 6.72  7.02 24.45]
4.15	,	[6.75 7.18]	,	[ 6.75  7.18 24.27]	,	[ 6.75  7.18 24.27]
4.16	,	[6.79 7.36]	,	[ 6.79  7.36 24.11]	,	[ 6.79  7.36 24.11]
4.17	,	[6.85 7.56]	,	[ 6.85  7.56 23.97]	,	[ 6.85  7.56 23.97]
4.18	,	[6.92 7.76]	,	[ 6.92  7.76 23.84]	,	[ 6.92  7.76 23.84]
4.19	,	[7.   7.97]	,	[ 7.    7.97 23.74]	,	[ 7.    7.97 23.74]
4.2	,	[7.1  8.18]	,	[ 7.1   8.18 23.67]	,	[ 7.1   8.18 23.67]
4.21	,	[7.21 8.41]	,	[ 7.21  8.41 23.62]	,	[ 7.21  8.41 23.62]
4.22	,	[7.33 8.64]	,	[ 7.33  8.64 23.6 ]	,	[ 7.33  8.64 23.6 ]
4.23	,	[7.46 8.88]	,	[ 7.46  8.88 23.6 ]	,	[ 7.46  8.88 23.6 ]
4.24	,	[7.6  9.12]	,	[ 7.6   9.12 23.63]	,	[ 7.6   9.12 23.63]
4.25	,	[7.75 9.36]	,	[ 7.75  9.36 23.7 ]	,	[ 7.75  9.36 23.7 ]
4.26	,	[7.91 9.6 ]	,	[ 7.91  9.6  23.79]	,	[ 7.91  9.6  23.79]
4.27	,	[8.08 9.84]	,	[ 8.08  9.84 23.91]	,	[ 8.08  9.84 23.91]
4.28	,	[ 8.26 10.07]	,	[ 8.26 10.07 24.07]	,	[ 8.26 10.07 24.07]
4.29	,	[ 8.44 10.29]	,	[ 8.44 10.29 24.26]	,	[ 8.44 10.29 24.26]
4.3	,	[ 8.62 10.5 ]	,	[ 8.62 10.5  24.48]	,	[ 8.62 10.5  24.48]
4.31	,	[ 8.81 10.7 ]	,	[ 8.81 10.7  24.74]	,	[ 8.81 10.7  24.74]
4.32	,	[ 9.   10.88]	,	[ 9.   10.88 25.02]	,	[ 9.   10.88 25.02]
4.33	,	[ 9.19 11.04]	,	[ 9.19 11.04 25.33]	,	[ 9.19 11.04 25.33]
4.34	,	[ 9.37 11.18]	,	[ 9.37 11.18 25.67]	,	[ 9.37 11.18 25.67]
4.35	,	[ 9.55 11.28]	,	[ 9.55 11.28 26.03]	,	[ 9.55 11.28 26.03]
4.36	,	[ 9.73 11.36]	,	[ 9.73 11.36 26.42]	,	[ 9.73 11.36 26.42]
4.37	,	[ 9.89 11.4 ]	,	[ 9.89 11.4  26.82]	,	[ 9.89 11.4  26.82]
4.38	,	[10.04 11.4 ]	,	[10.04 11.4  27.23]	,	[10.04 11.4  27.23]
4.39	,	[10.18 11.36]	,	[10.18 11.36 27.65]	,	[10.18 11.36 27.65]
4.4	,	[10.3  11.29]	,	[10.3  11.29 28.07]	,	[10.3  11.29 28.07]
4.41	,	[10.4  11.17]	,	[10.4  11.17 28.48]	,	[10.4  11.17 28.48]
4.42	,	[10.47 11.01]	,	[10.47 11.01 28.88]	,	[10.47 11.01 28.88]
4.43	,	[10.53 10.8 ]	,	[10.53 10.8  29.27]	,	[10.53 10.8  29.27]
4.44	,	[10.55 10.56]	,	[10.55 10.56 29.62]	,	[10.55 10.56 29.62]
4.45	,	[10.55 10.28]	,	[10.55 10.28 29.95]	,	[10.55 10.28 29.95]
4.46	,	[10.53  9.98]	,	[10.53  9.98 30.23]	,	[10.53  9.98 30.23]
4.47	,	[10.47  9.64]	,	[10.47  9.64 30.48]	,	[10.47  9.64 30.48]
4.48	,	[10.39  9.29]	,	[10.39  9.29 30.68]	,	[10.39  9.29 30.68]
4.49	,	[10.28  8.91]	,	[10.28  8.91 30.82]	,	[10.28  8.91 30.82]
4.5	,	[10.14  8.54]	,	[10.14  8.54 30.92]	,	[10.14  8.54 30.92]
4.51	,	[9.98 8.15]	,	[ 9.98  8.15 30.96]	,	[ 9.98  8.15 30.96]
4.52	,	[9.8  7.78]	,	[ 9.8   7.78 30.95]	,	[ 9.8   7.78 30.95]
4.53	,	[9.6  7.41]	,	[ 9.6   7.41 30.88]	,	[ 9.6   7.41 30.88]
4.54	,	[9.38 7.06]	,	[ 9.38  7.06 30.77]	,	[ 9.38  7.06 30.77]
4.55	,	[9.15 6.73]	,	[ 9.15  6.73 30.61]	,	[ 9.15  6.73 30.61]
4.56	,	[8.9  6.42]	,	[ 8.9   6.42 30.41]	,	[ 8.9   6.42 30.41]
4.57	,	[8.66 6.14]	,	[ 8.66  6.14 30.17]	,	[ 8.66  6.14 30.17]
4.58	,	[8.41 5.9 ]	,	[ 8.41  5.9  29.9 ]	,	[ 8.41  5.9  29.9 ]
4.59	,	[8.15 5.68]	,	[ 8.15  5.68 29.6 ]	,	[ 8.15  5.68 29.6 ]
4.6	,	[7.91 5.49]	,	[ 7.91  5.49 29.27]	,	[ 7.91  5.49 29.27]
4.61	,	[7.66 5.33]	,	[ 7.66  5.33 28.92]	,	[ 7.66  5.33 28.92]
4.62	,	[7.43 5.21]	,	[ 7.43  5.21 28.56]	,	[ 7.43  5.21 28.56]
4.63	,	[7.21 5.12]	,	[ 7.21  5.12 28.19]	,	[ 7.21  5.12 28.19]
4.64	,	[7.   5.05]	,	[ 7.    5.05 27.8 ]	,	[ 7.    5.05 27.8 ]
4.65	,	[6.81 5.01]	,	[ 6.81  5.01 27.42]	,	[ 6.81  5.01 27.42]
4.66	,	[6.63 5.  ]	,	[ 6.63  5.   27.03]	,	[ 6.63  5.   27.03]
4.67	,	[6.46 5.02]	,	[ 6.46  5.02 26.64]	,	[ 6.46  5.02 26.64]
4.68	,	[6.32 5.06]	,	[ 6.32  5.06 26.25]	,	[ 6.32  5.06 26.25]
4.69	,	[6.19 5.12]	,	[ 6.19  5.12 25.87]	,	[ 6.19  5.12 25.87]
4.7	,	[6.09 5.2 ]	,	[ 6.09  5.2  25.5 ]	,	[ 6.09  5.2  25.5 ]
4.71	,	[6.  5.3]	,	[ 6.    5.3  25.13]	,	[ 6.    5.3  25.13]
4.72	,	[5.93 5.42]	,	[ 5.93  5.42 24.78]	,	[ 5.93  5.42 24.78]
4.73	,	[5.88 5.55]	,	[ 5.88  5.55 24.44]	,	[ 5.88  5.55 24.44]
4.74	,	[5.84 5.71]	,	[ 5.84  5.71 24.12]	,	[ 5.84  5.71 24.12]
4.75	,	[5.83 5.88]	,	[ 5.83  5.88 23.81]	,	[ 5.83  5.88 23.81]
4.76	,	[5.83 6.06]	,	[ 5.83  6.06 23.51]	,	[ 5.83  6.06 23.51]
4.77	,	[5.86 6.26]	,	[ 5.86  6.26 23.24]	,	[ 5.86  6.26 23.24]
4.78	,	[5.9  6.48]	,	[ 5.9   6.48 22.99]	,	[ 5.9   6.48 22.99]
4.79	,	[5.96 6.71]	,	[ 5.96  6.71 22.76]	,	[ 5.96  6.71 22.76]
4.8	,	[6.03 6.95]	,	[ 6.03  6.95 22.55]	,	[ 6.03  6.95 22.55]
4.81	,	[6.12 7.21]	,	[ 6.12  7.21 22.37]	,	[ 6.12  7.21 22.37]
4.82	,	[6.23 7.49]	,	[ 6.23  7.49 22.21]	,	[ 6.23  7.49 22.21]
4.83	,	[6.36 7.77]	,	[ 6.36  7.77 22.09]	,	[ 6.36  7.77 22.09]
4.84	,	[6.5  8.07]	,	[ 6.5   8.07 21.99]	,	[ 6.5   8.07 21.99]
4.85	,	[6.66 8.38]	,	[ 6.66  8.38 21.93]	,	[ 6.66  8.38 21.93]
4.86	,	[6.83 8.7 ]	,	[ 6.83  8.7  21.9 ]	,	[ 6.83  8.7  21.9 ]
4.87	,	[7.02 9.03]	,	[ 7.02  9.03 21.91]	,	[ 7.02  9.03 21.91]
4.88	,	[7.22 9.37]	,	[ 7.22  9.37 21.96]	,	[ 7.22  9.37 21.96]
4.89	,	[7.43 9.71]	,	[ 7.43  9.71 22.05]	,	[ 7.43  9.71 22.05]
4.9	,	[ 7.66 10.05]	,	[ 7.66 10.05 22.19]	,	[ 7.66 10.05 22.19]
4.91	,	[ 7.9 10.4]	,	[ 7.9  10.4  22.37]	,	[ 7.9  10.4  22.37]
4.92	,	[ 8.15 10.74]	,	[ 8.15 10.74 22.59]	,	[ 8.15 10.74 22.59]
4.93	,	[ 8.41 11.07]	,	[ 8.41 11.07 22.86]	,	[ 8.41 11.07 22.86]
4.94	,	[ 8.67 11.39]	,	[ 8.67 11.39 23.18]	,	[ 8.67 11.39 23.18]
4.95	,	[ 8.95 11.7 ]	,	[ 8.95 11.7  23.55]	,	[ 8.95 11.7  23.55]
4.96	,	[ 9.22 11.98]	,	[ 9.22 11.98 23.97]	,	[ 9.22 11.98 23.97]
4.97	,	[ 9.5  12.23]	,	[ 9.5  12.23 24.44]	,	[ 9.5  12.23 24.44]
4.98	,	[ 9.77 12.45]	,	[ 9.77 12.45 24.95]	,	[ 9.77 12.45 24.95]
4.99	,	[10.04 12.62]	,	[10.04 12.62 25.5 ]	,	[10.04 12.62 25.5 ]
5.0	,	[10.3  12.74]	,	[10.3  12.74 26.09]	,	[10.3  12.74 26.09]
5.01	,	[10.54 12.81]	,	[10.54 12.81 26.7 ]	,	[10.54 12.81 26.7 ]
5.02	,	[10.77 12.82]	,	[10.77 12.82 27.34]	,	[10.77 12.82 27.34]
5.03	,	[10.97 12.77]	,	[10.97 12.77 27.99]	,	[10.97 12.77 27.99]
5.04	,	[11.15 12.64]	,	[11.15 12.64 28.65]	,	[11.15 12.64 28.65]
5.05	,	[11.3  12.44]	,	[11.3  12.44 29.29]	,	[11.3  12.44 29.29]
5.06	,	[11.42 12.17]	,	[11.42 12.17 29.92]	,	[11.42 12.17 29.92]
5.07	,	[11.49 11.83]	,	[11.49 11.83 30.51]	,	[11.49 11.83 30.51]
5.08	,	[11.52 11.42]	,	[11.52 11.42 31.05]	,	[11.52 11.42 31.05]
5.09	,	[11.51 10.96]	,	[11.51 10.96 31.54]	,	[11.51 10.96 31.54]
5.1	,	[11.46 10.44]	,	[11.46 10.44 31.96]	,	[11.46 10.44 31.96]
5.11	,	[11.36  9.88]	,	[11.36  9.88 32.31]	,	[11.36  9.88 32.31]
5.12	,	[11.21  9.29]	,	[11.21  9.29 32.57]	,	[11.21  9.29 32.57]
5.13	,	[11.02  8.69]	,	[11.02  8.69 32.74]	,	[11.02  8.69 32.74]
5.14	,	[10.78  8.08]	,	[10.78  8.08 32.82]	,	[10.78  8.08 32.82]
5.15	,	[10.51  7.48]	,	[10.51  7.48 32.82]	,	[10.51  7.48 32.82]
5.16	,	[10.21  6.9 ]	,	[10.21  6.9  32.73]	,	[10.21  6.9  32.73]
5.17	,	[9.88 6.34]	,	[ 9.88  6.34 32.56]	,	[ 9.88  6.34 32.56]
5.18	,	[9.53 5.83]	,	[ 9.53  5.83 32.32]	,	[ 9.53  5.83 32.32]
5.19	,	[9.16 5.36]	,	[ 9.16  5.36 32.01]	,	[ 9.16  5.36 32.01]
5.2	,	[8.78 4.94]	,	[ 8.78  4.94 31.65]	,	[ 8.78  4.94 31.65]
5.21	,	[8.39 4.57]	,	[ 8.39  4.57 31.24]	,	[ 8.39  4.57 31.24]
5.22	,	[8.01 4.25]	,	[ 8.01  4.25 30.79]	,	[ 8.01  4.25 30.79]
5.23	,	[7.63 3.98]	,	[ 7.63  3.98 30.31]	,	[ 7.63  3.98 30.31]
5.24	,	[7.27 3.77]	,	[ 7.27  3.77 29.81]	,	[ 7.27  3.77 29.81]
5.25	,	[6.92 3.6 ]	,	[ 6.92  3.6  29.29]	,	[ 6.92  3.6  29.29]
5.26	,	[6.59 3.47]	,	[ 6.59  3.47 28.75]	,	[ 6.59  3.47 28.75]
